7879	956f	3b91	be21
0298	5484	a76a	aabb
4e35	1241	2adc	84f7
2997	4e47	8e5a	9916
f337	8d6c	6ad9	fbd2
cba2	50fa	3b05	8072
540d	2574	27b5	bf72
655c	c252	deca	55bd
e57f	3225	3bf8	d460
e986	fc5e	efa9	6e49
1f7e	dfbd	9288	7239
ae4b	82c0	b122	fc67
613f	e8c5	179e	0c4a
629f	e96c	6910	cf2b
93e4	bb3d	9b26	372e
8992	c214	28d1	86aa
2c8b	ceb3	e025	2058
b357	fb36	5b7b	2ef4
3322	3bfd	00d1	4146
ce47	5595	ee79	ecff
6f4a	3ddd	2195	4cfb
1e5f	b9b1	54b5	03bf
1c74	43aa	2afe	a962
6187	5fff	c8e6	104f
cb50	8730	2eee	4588
79ed	926b	7440	9d5a
7ebe	3aea	fd38	d546
8748	15ac	a05e	3ea2
e4a2	5c27	9e30	90f1
a10b	813b	c3e0	465f
5fa4	17f4	c5e7	3740
a50d	70bb	b254	7081
68cd	273a	dd22	7c52
51e6	c8d0	c15d	aaf4
c726	529c	2c57	ade5
0c3c	d863	b58d	b2dd
db30	30b4	3894	9d71
a7fc	d402	b994	1184
f9a5	2276	f037	cc7c
1186	bc88	34e7	9c64
4284	60f5	ee78	7a82
619a	a4c0	df1d	7a3a
4d26	c7b1	6ecf	1f4f
0f35	ea77	ba39	bf79
112f	0a87	c127	d1fe
b5ae	dcc0	dcd2	8f41
e0ce	42ce	2c85	2baf
4d1e	39eb	8378	bc87
970b	ffeb	388a	2613
81b4	cda2	0787	f269
561b	6d8a	5044	2def
d388	7305	882f	1467
871d	68e8	a1f1	4e52
9d42	bad3	a5ae	f098
8144	be56	c598	d1b3
4ef8	f613	e92c	bd88
bedd	8fcf	d050	f2e5
c3fc	e917	3b76	0531
3521	a0b1	2f5a	1d73
2793	3610	5d6a	da8d
3392	2b83	79cb	8a71
03bb	a5a0	1e7b	0ecc
d6cf	5b95	83ae	9cdc
954c	f9c7	61f7	ab8d
76dd	98d5	1a9d	578d
0778	6c12	8ff7	21cd
0186	d2fc	4fa0	4d2e
376c	1769	5445	1f80
6a3b	657a	9525	26f7
2e02	c481	cca7	54d4
7e98	8980	6b33	7571
63dd	aeca	984e	c639
5959	6408	a02b	3a4c
3eae	dbb4	31a7	9eb5
ee10	f9d4	b48d	59f4
575b	b903	468f	2d05
534c	6802	0319	7f07
20ee	19dc	d6a9	fba4
1b98	c812	f9bf	c9f9
6263	1a95	41fc	4fd9
c530	45b7	9cee	bcbc
0b42	95d3	e350	9764
8baf	5ea8	5b4f	39a9
aafe	0e64	84f6	e7d0
b4e9	0c07	bd41	c42e
87b6	572c	8430	5b8b
e0ee	e531	e253	d5b9
c66c	99d3	a7a0	f54a
4693	1b30	c7a5	f91f
6f46	1f25	99d9	d2c9
7d8a	6bc1	2bf1	b7a9
958f	3362	6263	3531
ce43	5022	1d09	ff79
4c10	1d21	44c7	5de6
e0b9	d20d	5a66	b3d2
d217	bf70	76f4	741b
472e	ee06	53de	5c94
f024	f753	b994	9b74
5d80	efe0	558c	e1cd
a88e	acf2	1617	3e0a
0b59	de4a	1769	431b
2def	103b	b3c2	fe14
d8b9	d709	ae93	f087
b8d4	6408	fa6c	7119
853a	4794	f8e9	2d1e
80bc	46d2	9c34	32fb
d08e	d003	7faa	c515
1075	4a39	8539	b201
a95f	2734	6741	3a08
adca	f742	9191	7859
84b3	f67a	767b	e00f
fab7	d5e7	23f4	edb6
8ef4	deef	ab21	d4fe
a65b	9ee1	d7d0	e72a
cbdb	3016	b69d	75cd
f9ee	0c6b	b7ef	54f2
eff6	d29f	2f49	c847
44e0	397d	dcb3	958c
ca72	4687	c16c	d23d
8de4	1e7f	f2fa	b72b
3800	4631	e106	fa3b
8678	23ec	592f	1bda
4da5	1def	a65d	1384
9738	518f	f1a7	71d8
1e32	b59b	027d	7831
e408	8bc8	5e41	e65c
4d0d	f163	56d6	1a53
c302	a251	35d1	5c92
e755	254f	5a26	ce94
32f6	ba4b	c63f	0b81
5770	d7b0	9a75	4cb4
6b48	8a2a	9d15	08c3
4db2	a403	5978	7f43
b929	3fc9	74f7	fd72
25b0	0027	76d4	efd4
5d1c	318c	9da3	4b55
86e0	5373	cac6	14e8
f867	f94a	e81c	89fd
8dda	e9e0	580b	00dc
ed1c	44dd	6511	76cc
5882	b884	3d60	a9db
fa06	6a13	0652	17c7
9b3a	9bc7	c67b	4ecf
e757	9384	8c21	3349
f6f9	b2b3	e0b0	8f47
cd1f	07d7	a753	cad9
bb74	5ea3	13e2	4b5a
e078	96ca	0719	7387
338a	329f	99f0	502e
5af5	8008	16be	0ed7
2533	d1df	5d91	d1da
7e21	5d96	2722	2510
c62a	3afb	a45d	816b
b2d4	4e3c	d85c	7f02
909d	4879	acd1	3a63
2153	d84d	4361	176a
5814	a9cf	cc9c	d748
a918	6e9b	3dcf	6c1a
ddd8	d9a9	939d	6537
e3cc	62fd	ee47	fce7
a13a	6a82	f5e7	64de
cc39	5d89	1863	3936
4809	db39	4eb0	eb27
17fb	e96a	3354	cbe8
c5e3	8987	0bda	fd22
3454	2f7b	5e9f	c80a
cd36	a474	16be	52c1
aa35	edec	e17f	06dc
5be3	d8a4	6a68	117a
2448	8719	7151	dc94
861d	982d	d1bb	87a2
15c0	0ff5	2baa	3a83
6299	0ff7	da5d	9906
f34e	9aca	de99	0339
9242	4558	6b67	dfd7
88d9	437c	cc8f	1c14
f6d2	62d5	bbef	63c9
a4c4	8265	dee1	0542
3b9e	7c0a	2499	27e9
9135	c1c7	39b8	4b1e
8b6b	9551	3ae6	e396
e1a7	be6b	7c97	194e
f48f	b3a2	117a	dc71
aae5	ad44	7ed1	2cfb
73cc	38be	6b74	6ebb
efc5	0375	bafe	70ab
710b	95ba	3149	1d7c
0541	f14b	b3c8	69c8
3d8c	699c	ac0a	9497
aa0c	11d3	c2d5	c991
46ff	c0f4	a33c	a789
66b8	669a	8f9f	be0a
af74	aad8	9633	4db6
3a54	8d8b	31fa	6b4b
e868	3583	d382	2226
94a4	c361	5198	005a
6b5e	0dd9	3b46	99a8
d148	15eb	7a97	4576
2e84	94eb	dac3	398a
c9bc	99b0	4094	fe1f
1f40	5196	59dd	ba31
b5fe	55e8	6dbe	a73b
8671	fdc0	e857	d664
4d8e	be2d	bfa4	ce52
93c2	a810	4844	fe93
d1a6	687b	e834	5c5e
4b87	9d5b	5828	275b
6918	0433	91d8	0a7c
ae32	dd91	2fb5	e434
59a4	cade	5427	30f0
fe99	5a1d	ec68	b1a1
8faf	801d	cdc3	0dfd
dd74	175f	bed4	973a
b2e2	85c9	e383	5c2e
f88b	be52	ff1d	63e1
eefe	5af1	02f8	4c4a
f776	d070	47da	0786
5a47	a642	8017	9135
73dd	a0c4	8de7	adc4
98dc	6b7a	1342	55c6
a99e	d66b	7a4a	6306
0104	d677	2a36	7b9e
73e2	1fba	6403	fecf
f9be	761d	5285	c14d
9d87	523b	50e6	8dad
178c	4c17	9c8e	f443
c4f1	2916	fd5d	9737
8749	4660	2ecd	9309
5f16	1a98	74fc	8bf8
7b45	f168	9457	97d3
636c	0dac	daf3	2a5f
668c	2d22	ad2a	81fe
2e54	9d87	61b4	a240
fa42	9d24	b9a0	7271
8086	538e	d738	823b
dfee	1be6	6e66	1012
cef4	874c	df10	ff6c
ec86	5522	be72	6910
ecd2	bef0	4aa9	b00d
00a4	408d	d3e8	60e9
583d	47d3	12a5	9e88
e79a	08db	f21d	933d
b997	1bcf	2f62	a462
9e94	3a79	32bf	4b9a
a336	cf3f	c09c	f459
fee8	665d	42ca	de9e
1220	9fa4	93aa	69b2
675c	6b0d	6e5f	46aa
18b5	b98e	145f	d5ff
9475	6243	1895	7e68
30bc	43d6	7474	34b6
f7aa	bd15	75a6	7ce5
9688	19ce	2d7f	eab8
a0e5	3cae	11cf	2d1b
4e35	97b7	26b9	3959
6ba7	13ab	c0ea	f1c3
88e1	4e98	c0cb	6d3e
9f3d	a02a	e7d2	ea78
6f4c	c33d	abc3	92ce
5648	f6ea	7a4e	d4db
1bbe	2edf	ee4d	4465
017c	f2e6	a8d9	52ff
74c2	b97c	99fe	ee04
6675	748a	0f4c	8439
3ca0	c491	90af	f9ea
7f69	aee1	dd6b	200c
120c	a2d7	7c69	3fc2
e43b	1f5e	84a2	9442
a356	1608	b035	8751
b3c4	bf7a	6c42	6bec
2580	3217	cc30	dee3
b61a	54c4	edff	5cfd
e0b4	845e	ac1e	b7a1
e8f3	4a5e	73e1	d0f1
0fb6	eb06	1ef1	9bde
9df5	d7d9	b23d	df62
549d	9fa4	aa47	4e49
2e42	5ee4	fa5a	717a
b789	1b6e	a02f	11f8
07f4	6271	079b	2fa7
e2f2	a789	d0a7	9d81
0243	08ff	9a3f	a3e1
65a0	18a1	0b4c	39e5
7577	4fe9	cd10	da62
cb2f	bc17	4927	2b06
dab8	3564	b289	122f
ac95	5cb8	9b8b	3c44
a779	40b8	7971	535c
be0d	f70a	4906	c63b
c2cf	95f2	2518	09c1
485a	5a2b	3130	72cc
1d57	f1fb	8cc1	b760
dab8	8b77	259e	dae9
f71b	cc62	750c	e39b
6c94	18c8	7ee0	b2ca
2720	1349	6135	8fa1
bae7	91e6	1425	466c
b62d	16c0	c3a5	733e
2e61	f727	9cc4	ebac
a30a	4688	dee9	889e
90dd	b13a	bf7c	8548
3718	7be9	0c7f	37bc
5b16	52a9	8dd7	ebdf
c96b	ea50	96b2	446f
0e16	f7d3	6070	9378
cefe	fe97	958f	9be0
a17c	9b11	07f2	601b
49f0	e8e7	326f	f2b5
b878	bfc7	ee6e	76f3
340b	da9b	a44a	0fe0
4c70	bd56	3f29	e003
0a37	9bec	f02a	99ef
e6dd	0a5a	073a	e5bc
bb9c	10cd	033f	5d4b
fd8b	bf6e	f325	fff9
3669	d466	fa6c	a471
40b9	110b	4a85	dcdb
607f	868e	f623	caa8
4572	b493	ab2f	3185
3a09	2e5d	bfdc	9ef4
50fb	8af2	07d1	88f1
3932	5457	b988	24c1
2799	5180	91d5	a27a
8328	aee2	d53e	8728
68fc	837c	b492	179c
a13a	9fa6	a0c9	d2ea
23c8	9ccb	fd97	a62c
6bff	a176	0e71	b5db
2568	2681	ce39	22f3
8ded	4e38	9532	46e7
2272	2b2e	2869	e07b
acf1	eddb	b9d7	c369
2ca1	57db	cc13	8a10
cbbf	8840	c50b	d649
70c7	6a61	1929	ae2c
1a3f	8500	8d80	0dac
e40f	b43a	1f0c	29d6
7f6a	1945	3277	f2c4
7bdb	9731	6cfd	71af
aa17	049e	df18	9a42
d155	6aac	9918	1765
ef89	61cb	5334	9155
e088	7cf9	c335	764b
24fd	fa85	a5d2	c9a0
a7ff	2e66	99ae	20a6
d82c	3984	66d7	ce2b
3116	78f8	add1	4836
6916	d144	4ad7	070c
92b6	75d3	ef80	ca3a
5084	bd53	6627	f64c
ca2f	0756	1667	9fb6
3fa9	3168	bfb0	66da
4a3b	7185	6518	abcf
4d16	c272	f991	e1e3
6ce6	89e0	5fc2	cb27
43fd	94f6	c141	b3e8
9878	6ece	f9a1	a46d
4c76	0510	8068	88fa
6775	cd35	e95a	efe9
e5b4	2b1d	6c1e	e697
2819	aeb8	093a	506d
4b24	bfb5	57f9	a03e
ef2c	4611	4ba0	fa53
34c5	26d1	40b2	31f9
1871	9aab	72b9	c036
7337	52de	d8df	ebf5
dc18	9475	1b36	49fd
7c32	7966	d25b	ca4b
d54e	03b0	7fb5	69be
54da	6138	9806	58c6
4b8b	a529	a59b	f485
3724	58d0	9309	e896
9049	760a	24c6	4f00
25e4	3050	52f2	d3fb
934b	2e19	5bc9	77df
6ab6	fb70	d56f	840d
3fd4	7bd4	eb0c	b357
5eaf	72fb	f66d	ddcc
7371	11d2	910e	0dd1
ff7d	5f97	2e81	f7f3
450a	8e78	07ca	a7b5
f707	69f3	e33d	5052
f12b	11e1	0e98	cb8d
c6da	4cad	8438	1c2f
a4c2	8ccd	d046	84a4
6c10	3f52	d418	b762
c121	9db2	5298	86d2
8ef2	40e7	46cc	c563
6d98	331e	d33b	6593
d197	a6f6	f768	a278
383f	c10f	cd87	08a1
9971	db4d	9c9b	9539
2493	d9af	25ae	1710
6092	2d94	b0d9	20aa
6ff5	5961	8445	fecb
2225	6b34	cfbe	37eb
7d62	de77	dca6	9489
4d57	b5d5	32e0	09b3
b525	803a	02d6	e8c2
c435	ee2c	9c30	1ae7
41ce	d9af	8e4c	6c87
646f	6771	3937	5241
bb54	6a4e	6aaa	6c03
5210	a3c4	8afd	7f01
7d51	04a8	0e2c	b2d2
a3bb	841e	4983	c12f
bc8b	330b	ee7a	7c82
58ec	6a86	8e1c	7d48
da2a	a8f3	112d	529a
09fb	cbfe	dcc9	0b23
5a34	724f	eef5	3327
fc18	33be	f9f2	4912
fa80	b1a3	77f8	662e
63c0	5d73	bcf3	2435
d467	dda4	a6a4	0e13
3791	adf4	251c	d120
8f40	0dc3	50bf	fe53
3d9b	28f3	5125	fc4f
ab02	3724	6cc2	91ee
d157	f0ca	9309	e634
44b6	ebbe	f40c	8905
8240	570a	3766	9453
c6ff	ccb3	394a	abe4
43db	e81d	a693	66b4
39dc	38ed	ae68	b8d1
fd02	4c5e	d3f8	8256
47c5	57d9	c625	c248
5d83	0b89	6864	0d0f
ece6	400d	5fcf	e11c
99aa	aef9	d806	5dd8
5caa	5feb	be7f	5c08
bb60	30f7	38ff	3ce5
82cb	74e2	4f6b	b93c
8e4a	5120	ce95	5bf5
ac14	cc12	25d1	b032
f8c3	5129	9862	637d
1ea2	3b86	bd04	ca86
785e	9aed	b46b	e233
6e00	e995	a384	91bb
c0cd	c3c8	7748	eba2
ea07	1602	884f	aeff
ac09	8a91	822c	d42c
d4a4	b717	0c72	9d67
3e2b	8e4f	9919	c72b
6988	e84f	671d	dd66
b11b	37a0	8746	a7a3
aa44	8f14	3c44	4b0a
fdb4	aada	a852	6e99
8a0a	e57a	554f	2e64
d485	163f	0258	720d
be15	060c	f681	4717
3457	033f	3e8b	8038
b1c2	df1b	0f16	83af
1e92	9037	f20b	b7d5
829b	0e8b	bec3	de29
1be1	54ec	5ff0	1ba2
2668	6483	e632	9cb9
8fbe	6702	53e0	deb8
3070	0217	43f8	042f
4c4d	2f12	a404	7f3a
4c5f	7204	b31b	323a
7415	1a08	bdf9	dab5
f724	bf18	6254	0966
f673	92ae	cacf	e3af
384f	4506	3128	197a
8794	862e	164d	4de9
4a68	6bbd	a106	32d1
fb3a	45ff	e996	5ebd
cd15	e2de	a25f	ba69
eb0d	6d12	8d02	12ab
de86	34b7	ea04	7d7e
aa06	ed47	09f6	d588
8c6f	5f14	7785	d2b9
53f6	4165	23b8	8b8b
2034	c464	133b	c4a4
0e08	eaa2	c180	8b15
bb7a	666a	be55	df21
4ac3	abfb	fe05	46c0
a8c2	ba80	63b4	9648
0b47	162d	a183	e03a
f9c2	690b	ed62	c344
9801	06ef	9dce	4580
5351	6bbc	6554	e84c
9c1f	feab	3f9d	ecb6
c0d9	ac11	e75c	c40d
f76f	ae3a	7b99	8556
ad0a	35ee	894e	93c3
db7a	81f5	c836	2646
f114	6593	7b43	a4a9
79a5	7692	a36c	3401
bfaf	e741	bfae	e0f0
2c73	af07	0610	f180
11cc	2109	4854	bc76
e6ce	5178	caca	7f5d
7e33	3976	6e4a	56cc
606c	f6a1	019e	21ad
518d	e544	c94e	6f6e
d144	928d	9fa0	ad65
495f	f125	d085	77dd
ee1d	def1	086e	c016
2b2b	a71d	a820	58b1
6c53	ba9e	fc4a	9ad9
2c37	325f	abb5	8712
fd69	8310	1683	7855
9559	e2df	c6a3	1d39
36ac	9acb	5eb6	e9cc
fb57	cee2	5c5a	b8f6
34d6	50ec	5a4f	77bb
e702	1aba	040f	ebb7
6edf	e3c5	a220	18c0
2c28	3814	c826	17aa
a385	9cf9	9165	9530
3bf4	f85d	d62e	ca8c
b275	ecd1	a074	70b5
f6d6	9b38	ff3d	a0c9
59c7	7940	5999	9e32
a1a0	e192	3d9a	3273
d198	e6ff	472e	3bce
3ffd	e8df	9102	4a03
5289	1035	0788	b3ab
74b9	e9d4	53f6	50bb
91ea	4471	d7a6	ede4
2e73	433e	a1f5	9cc6
5b40	08ae	1ebf	2ba2
bd01	9754	d81c	fec3
d40a	0064	4df1	c6e0
40fb	c38b	cc5d	63d3
1364	0f8b	ab59	133a
79df	45ad	cf2c	e8d8
557a	59b8	5987	c8c2
c0a4	33ee	8f87	79d2
83ba	ae66	2d9d	063a
7871	228a	d0a2	e1ec
b771	d5c2	cf5d	9f8f
c683	49e1	7eaf	c015
b29b	82fb	c022	a8a6
9db9	3618	e8a9	fce4
cd97	ceaf	bb44	3dad
364d	4bdb	5757	029b
ada1	8578	f3fa	230e
b158	efd4	573d	45e6
937c	39da	627a	68a0
abc3	a0ee	559f	100d
2d14	16e1	6f6e	14db
32c3	9345	ee92	c357
4e08	e34e	aed6	cf71
d3f1	46ed	b08d	4d98
2e88	c748	6eaa	d3b2
a1b6	9955	5bfb	1e07
3fc2	c53e	9668	c679
ce52	deb2	0e99	77c8
f241	dfe4	efbf	7d1b
891c	0eb2	caa8	202a
1c30	2e59	d205	8037
69c4	4946	3597	68c4
290a	f9f2	05b6	790a
2d4f	de78	44e6	239f
c57c	7323	8054	6517
4451	496e	55c9	a384
c8d8	a258	3472	e994
16de	fbbe	9dcb	d2f9
a20a	08c0	0b51	5655
4030	f9ee	5626	6977
d47d	7642	6885	ff6d
9e35	0b0d	ce1f	8735
d748	c159	b477	176b
f150	feb7	4d1c	62cd
db26	a7f0	256e	0e97
17e7	7058	0a10	f7d1
af9e	0379	dcb7	594f
57fd	5d95	80c0	d059
e2e4	caf0	20c4	9f84
20da	525a	39c0	74bb
5363	7182	0420	e193
27d5	9d85	a774	89e6
8012	666b	8d8d	16e5
56e7	3c7b	5967	9a36
b939	9504	a717	0ea4
9179	a9a3	7cc8	8451
ed14	bfc4	7a22	c14f
5228	0a6d	a2f6	7cef
042d	7790	7527	a8bb
102b	b79e	0d7f	e19d
df4c	0035	7e1d	1095
3b82	7f2c	2c10	2ea1
bc2f	d065	f0f2	ef95
858c	e017	bfbb	55eb
571d	c7a4	c32f	baf0
22d2	000b	98d3	79c3
da73	0318	8776	130f
ae6f	0ca8	f188	7237
1074	234c	23fb	d3f9
c18e	da7e	cecf	a067
dc0a	1815	2cb4	a407
0f7e	660e	bde5	1080
6776	e242	25f8	51d8
a004	d355	c3d7	86ad
ff9c	1c6a	6037	0d70
50d0	0857	737a	16ce
6c1c	0be9	bf58	f271
9675	4210	08d9	8037
1727	e82c	fbc7	b354
14e6	4005	2e88	a2b8
ea60	d91a	6193	8ad5
b89d	bb14	0ae1	4556
e162	1122	ef78	2f1d
8ca0	ce3a	90cc	b06c
6e20	87f9	d1f6	7f66
c7b0	9e1e	bc90	b738
bf97	28ee	c529	4012
db78	b0a2	6845	8767
31a8	d735	26be	7e05
84a3	d745	5537	41d0
80d2	5e69	add2	ae19
99b6	5ca9	d709	7f1b
3f46	5438	540d	1f56
5aa8	98b4	c847	4efd
1af2	c7c9	8738	a98d
45a8	0eb2	f807	5bea
d40d	e000	8edb	d9f1
0556	af8c	8be0	dc23
f92a	4189	2b84	0749
6247	4e7a	3847	0598
8b01	79ab	e67b	ba81
43c1	fd25	7308	8d5e
31f9	d9ec	7629	7bff
7bac	7773	b4bc	d714
ba49	3de6	43bd	77fb
3181	5631	b471	0e42
e137	ba19	87da	a0b3
2ba8	6b43	da04	2bd5
b856	adad	d681	3fb6
f72a	c04c	5051	2643
144e	e34f	9823	19b1
e059	7623	5691	21a3
eb4e	69b1	1658	38e5
97ec	cb51	628e	d516
4db8	87b4	da29	70ba
6dc6	b617	6f0c	2a97
3473	64b0	32bf	0164
70e6	96a2	9698	da27
6bbb	8dd9	3c02	e56d
8f9d	4d7b	3241	0765
9719	be7e	4c16	98d1
de07	700e	1334	6ebb
d04a	7cd2	0c49	e5cb
e51e	a50c	586d	dafd
4a74	d7b8	5593	b9ec
6c52	5ab8	5014	583a
f42d	1317	4288	2299
241d	d9c7	8619	c25b
fa9e	bce5	54ad	0061
f3bc	5840	ed34	a929
73d5	62d3	e569	b734
ac5a	1e15	acde	f869
f269	369f	ff2a	ada8
8b9b	bb0f	e751	66a3
2646	716e	8f32	9a78
1da8	1949	eda3	53a5
fd8d	6ad5	6d85	1da5
c2d3	02b7	4402	b0e1
63ad	8344	a2a3	3d84
9bce	f0fc	e1c2	4354
b2d6	6648	7142	e0c8
b0fb	c210	16f8	77b3
12d9	3fca	dd26	12f2
809e	cde6	fcaf	8724
c33e	4793	459c	3daf
98d8	bb8a	6edc	481a
8b45	1d66	0979	6b30
01ed	e74a	39bc	b462
81b0	4ccc	0102	9fdc
8a81	1a06	4491	a7be
5f91	d5ea	b727	72a9
7b4d	0026	0a1b	6dbd
e7ab	ec01	08a7	de1e
e05d	d68c	d23a	4dd8
7140	036f	f070	dfa6
b8ae	1678	5581	dde8
512b	571c	0160	f9db
7fad	fbe9	d666	6dad
9905	7834	c0fb	9171
3402	397e	9527	2bfe
be13	d6d3	400e	8911
6a25	ad8d	15e4	e9e2
f978	e8ad	95b5	9cd6
61f4	7a56	3c51	3c01
fd9b	1c7e	3280	1ffc
7693	a583	0cf3	bb74
8c33	255b	496e	3b2d
43e9	815e	c053	973d
3617	02b0	c266	796b
7927	2d11	33e4	901d
4d64	39bc	8975	ccbe
d8ad	a3d6	86ff	3d3b
66e7	def6	3466	85bc
835a	7736	c283	4ae0
d564	9327	6e68	a9c3
13d0	b67c	d00d	3a61
04da	cfb9	7114	f62e
472e	62d4	b9e5	f5d5
c0f7	cdc2	dd9f	ca54
a646	222d	8534	c0ba
7bb8	4c02	c726	12d7
a783	5d9a	5a0a	f96f
343d	cdc6	16db	aee9
f9f1	1f69	6e4a	1d98
0207	b57e	186e	d675
acfe	0724	8323	62eb
ead1	5eea	249b	53ae
21b5	e08f	8fda	f450
f4fb	9975	8170	7e53
10f8	5ad6	7f9a	795b
e358	cffd	6546	7cfa
b920	b8d1	9fc1	3e6f
d80f	dca7	c720	59ed
0b18	d619	2a19	fd2c
afd9	19f6	f050	b679
6595	05de	0b12	8516
c4c2	6318	5daf	c7a5
5105	23a2	191b	8ec5
8f6a	bd0a	39f4	7825
9ee3	105c	dd66	b292
3976	874d	095f	6324
2005	385c	f87f	a211
52db	3216	5a22	c6e9
0626	050f	9df6	e7dc
b6d9	78db	10db	c5bc
6a3e	408c	2dbb	2102
aead	1ff3	9d19	5db7
fcb9	fac1	5abd	5306
dd0e	a468	9619	2caf
8e57	f9a0	39ee	7b41
dbf8	cf4e	e290	f063
8eb5	42be	9b13	edbd
6d0d	677b	9eed	d2a2
36af	3fae	1e02	70ba
b0f4	8884	24e1	cf0f
7845	e3e5	e282	4dc2
983a	c7d6	0314	19f2
e896	3b99	5fad	6371
fecb	f5ae	6528	e816
303a	3b4a	7ddb	7f82
77fb	3a9e	f703	5a7f
069c	7baf	dc44	dc5f
173c	9858	6a63	47cb
21fe	8caf	8408	4ad8
42a9	cdde	e863	09b8
a45f	ad85	b249	29c0
2a3d	89ba	464c	51e9
b718	744e	17ee	0142
bc35	4b43	e49d	84e1
f030	abe6	71cf	7d7e
34ca	77e8	3fa0	df42
7339	680f	147c	8f7b
ca24	08f8	fd91	9f3c
f8de	a4b8	33df	5288
842c	97a9	e81c	78e7
0441	4bd8	9538	53fd
f507	ad7c	9b9b	e403
f169	c4f9	9257	914a
6f77	3c73	fa27	6cc8
0c2b	137c	772e	ca17
f0cf	ce77	ddf2	9d60
bf09	4988	7cc9	5ef4
91f8	cd98	d00a	f5a9
93b6	ea5b	e7fb	ca6d
f4a1	d932	cc55	79b0
1209	2e37	9081	77b5
0779	b421	cfb0	3f2f
21b1	de6b	86c5	93b9
8bbb	4da0	7ea4	854b
6d36	8c9a	5ecb	679f
057e	8da2	fc61	8497
a878	fe20	7fb2	0212
f00b	7894	b8cd	8614
4272	765f	acfe	8690
1af7	dd6f	9268	4f5f
61d6	6c2c	c160	9c95
286b	0b0b	46fe	3714
dd04	7b05	2a55	2a0e
a070	00dc	9ce3	e496
1478	1f56	707f	c4d1
dcea	03e3	5434	a117
fb62	7ef8	9118	f91c
0aa9	1d2c	1641	aeb3
29ff	f1b9	17f9	ad3a
7564	38f4	98f9	8a0f
d0f3	2f47	3254	6bf4
ece9	6a7c	6a1e	8ebd
93c1	f60a	9b78	480d
cf63	8ac7	87ba	c3a4
d0b2	a3d7	cbe8	ff51
c119	a9c7	9d11	65a6
5bef	8d69	c88d	9fde
6e8f	269f	2d51	6d93
a5f8	5b8e	0ef8	4a16
d553	5263	dcbf	8e7e
1698	bb6c	a3e0	c6c0
89cb	32cf	427c	f1cc
0d07	628b	7344	b832
c078	5b41	8b5b	3143
9254	04d1	a27d	3367
e71a	410b	ea6b	2c77
f7e9	14e7	8a6f	2e12
31e6	c697	bed0	9dc0
7ab1	1001	9359	ec08
854a	12a8	9063	e3ac
5fed	0b90	fe09	8f7b
e870	a7e0	d147	9c4b
a827	6e9e	a947	0f93
7d0f	a060	3a65	e4ac
67e0	6072	3e21	9fb8
4a79	2307	cc25	971e
b869	cd73	1491	f878
ffc8	458c	8b2a	1131
ce6c	291a	d11e	ad57
62e2	2fa6	d0e3	3d81
5135	e75c	e433	cad2
833c	d620	8fe1	7997
4838	b753	7366	00f0
0a86	8197	d8f2	bf51
2898	a672	50a3	ac1a
7e67	bd7d	b1ad	6ca3
7445	c252	d114	1078
a304	81e6	4610	ed56
17f1	41c7	a449	47d7
7be0	fb60	9e57	1590
c6b5	ba21	dd73	792d
0f7c	5665	9079	09ea
b35e	dd4b	8166	93a2
7797	8d94	e382	555b
fa85	f45c	c110	f954
cf6b	2281	780a	7102
4180	55b0	9cf4	3235
22be	c783	30c6	2a26
cdb9	db67	ff0c	7b26
aeda	612f	db4d	3be4
ebfc	b314	6a98	b470
32be	ed20	39b8	8d4a
8f97	4872	a5ad	726c
1329	9a9b	616c	2612
af8f	740a	ee73	29c4
88c6	255b	b5c4	cb57
625d	cad1	b335	0815
26dd	f879	2c8a	3009
5964	f078	77d4	36d1
b0d7	054c	0519	a249
5637	6b04	e09d	66b1
8a93	670d	5035	1a69
857d	9b2a	adb5	843f
09bd	cee8	70e3	fba5
0e13	2e3a	d5b1	8de8
e6fd	7f59	c285	6618
770e	8322	d0a4	bb49
221f	e306	b182	a65d
1efc	e6e3	8329	4112
adc8	7502	eac6	3200
23de	0e2c	7663	27a3
0224	5bf1	1ec8	1e6f
3e22	306d	be17	1bac
4f7c	55eb	bcd1	4cf8
0b94	217e	feaa	8b09
005b	b24e	1370	ed35
5f21	4abc	8b2b	880b
5c97	ce7a	142a	c22a
1349	7f2c	c639	43cf
d6e0	805a	95f1	6e01
d49d	c770	9085	73a2
883f	a983	7b97	8299
83c8	81f4	bdde	b257
aa8d	294d	5fe7	adf6
c5ab	278c	72f0	1e31
9c02	ee83	5aea	8dc8
f6c8	e1d9	eef1	a750
7df9	37a6	c9e9	dc85
08e7	e75d	14a3	b615
cf18	5966	8e99	9814
dfd3	d48a	90dd	dc80
2300	0c74	d7a8	9b2e
7042	4570	a4b3	3b6c
6f88	3749	5b89	9f9b
48d7	70dc	9864	a8fd
dba8	c923	5eb8	730c
d24d	3386	7177	31e9
38ae	fa8b	5cd8	5c33
ae7a	3149	7482	56c9
7622	284a	7ea3	9ce6
7912	f942	a450	9463
a2e8	bf1f	224f	71b9
b144	0ccc	5549	9865
6945	39ff	5645	bd55
db17	00b3	2d25	74f2
308a	1117	7e49	e0f8
b084	f26c	b28c	f114
5245	16a1	f437	532b
876f	a476	e0c4	85a1
2386	b032	cf9b	6e95
dcde	8e25	a74a	d9fe
1dab	6781	7b1f	9130
e85f	d3a7	c830	6395
